id,idtipo,nombre35,nombre50,nombre105,nombre105_ent_suc,observaciones,codigocif,siglavia,nombrevia,numerovia,restodom,codpostal,poblacion,provincia,codpais,servtasa,telefono,pendbaja,numfax,dirinternet,fchbaja,motbaja,codentsuc,fechactualiza,fechaalta,codaut,codprov,nomcomercial,indicativonc,bic,nomentmatriz,direntmatriz,locentmatriz,cpentmatriz,telentmatriz,faxentmatriz,internetentmatriz,cod_autonomia,anagrama
528,15,"TASACIONES VALORACIONES DE GALICIA","TASACIONES Y VALORACIONES DE GALICIA, S.A.","TASACIONES Y VALORACIONES DE GALICIA, S.A.",NULL,NULL,A15079742,AV,"LINARES RIVAS",30-32,"PL. 3",15005,"A CORUÑA",NULL,ES,NULL,981120000,NULL,981123052,WWW.TASAGALICIA.ES,NULL,NULL,0000,2008-03-06,1985-11-20,NULL,15,TASAGALICIA,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,TASAGALICIA
529,15,"COVIVIENDAS, S.A.","COVIVIENDAS, S.A.","COVIVIENDAS, S.A.","IBERAPPRAISAL, S.A.",NULL,A28358398,CL,GENOVA,17,"PL. 7",28004,MADRID,NULL,ES,NULL,914103024,NULL,0,NULL,1992-02-13,"A PETICION PROPIA",4405,2008-03-06,1974-09-21,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,COVIVIENDAS
530,15,"PRODING AUDISER, S.A.","PRODING AUDISER, S.A.","PRODING AUDISER, S.A.",NULL,NULL,A58117755,CL,REGAS,9,NULL,8006,BARCELONA,NULL,ES,NULL,916508750,NULL,916508349,NULL,1995-10-02,"POR CAMBIO DE OBJETO SOCIAL",0000,2008-03-06,1985-12-31,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"PRODING AUDISER"
531,15,"TASACIONES BIENES MEDITERRANEO","TASACIONES DE BIENES MEDITERRANEO, S.A.","TASACIONES DE BIENES MEDITERRANEO, S.A.",NULL,NULL,A03232329,CL,"ARTES GRAFICAS",7,NULL,3008,ALICANTE,NULL,ES,NULL,965901400,NULL,965143637,NULL,NULL,NULL,0000,2011-09-28,1986-05-27,NULL,3,TABIMED,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,TABIMED
532,15,"G.T.T., S.A. DE PERITACIONES","G.T.T., SOCIEDAD ANONIMA DE PERITACIONES","G.T.T., SOCIEDAD ANONIMA DE PERITACIONES",NULL,NULL,A58027186,CL,"JOSE ABASCAL",49,BAJOS,28003,MADRID,NULL,ES,NULL,914419393,NULL,914419133,NULL,1998-05-21,"POR RENUNCIA",0000,2008-03-06,1985-07-03,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"G.T.T. PERITAC."
533,15,"CONSULTTASA, S.A.","CONSULTTASA, S.A.","CONSULTTASA, S.A.",NULL,NULL,A48207146,CL,TELLETXE,1-A,NULL,48990,ALGORTA,VIZCAYA,ES,NULL,944600400,NULL,944606509,NULL,2004-03-29,"POR RENUNCIA",0000,2008-03-06,1986-07-24,NULL,48,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,CONSULTTASA
534,15,"KRATA, S.A.","KRATA, S.A.","KRATA, S.A.",NULL,NULL,A41176934,PS,"DE LAS DELICIAS",5,"PL. 2 IZDA.",41013,SEVILLA,NULL,ES,NULL,954213254,NULL,954228419,WWW.KRATA.COM,NULL,NULL,0000,2008-03-06,1985-12-26,NULL,41,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,KRATA
535,15,"GENERAL DE TASACIONES, S.A.","GENERAL DE TASACIONES, S.A.","GENERAL DE TASACIONES, S.A.",NULL,NULL,A78460110,CL,"PRINCIPE DE VERGARA",13,"PL. 5 - D",28001,MADRID,NULL,ES,NULL,915752223,NULL,915775765,NULL,1999-02-01,"POR RENUNCIA",0000,2008-03-06,1987-03-30,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,GT
536,15,"ARPLAN - TASAVALOR, S.A.","ARPLAN - TASAVALOR, S.A.","ARPLAN - TASAVALOR, S.A.",NULL,NULL,A78502572,CL,"SANTIAGO BERNABEU",12,"PL. 2 - EXT. DCHA.",28036,MADRID,NULL,ES,NULL,915644359,NULL,915617894,NULL,2001-12-28,"POR RENUNCIA",0000,2008-03-06,1987-06-09,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,ARPLAN-TASAVAL.
537,15,"TASACIONES Y VALORACIONES, S.A.","TASACIONES Y VALORACIONES, S.A.","TASACIONES Y VALORACIONES, S.A.",NULL,NULL,A29216132,CR,CADIZ,"P.K. 176","CENTRO COMERC. OASIS",29600,MARBELLA,MALAGA,ES,NULL,952826471,NULL,952828577,NULL,1997-04-25,"POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 24-01-1997",0000,2008-03-06,1987-05-20,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,TAVASA
538,15,"INTERTECNICA VALOR. Y PATRIM., S.A.","INTERTECNICA DE VALORACIONES Y PATRIMONIOS, S.A.","INTERTECNICA DE VALORACIONES Y PATRIMONIOS, S.A.",NULL,NULL,A82351149,CL,"PADRE DAMIAN",42,"PL. 6 - IZDA.",28036,MADRID,NULL,ES,NULL,913431690,NULL,913431691,NULL,NULL,NULL,0000,2008-03-06,1999-07-01,NULL,28,INTERVALORA,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,INTERVALORA
539,15,"INTERN.DE TRANSACCIONES Y SERVICIOS","INTERNACIONAL DE TRANSACCIONES Y SERVICIOS, S.A.","INTERNACIONAL DE TRANSACCIONES Y SERVICIOS, S.A. (INTRASER)",NULL,NULL,A78283223,CL,JACOMETREZO,15,"PL. 6",28013,MADRID,NULL,ES,NULL,915416744,NULL,915429544,WWW.INTRASER.COM,NULL,NULL,0000,2008-03-06,1986-05-21,NULL,28,INTRASER,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,INTRASER
540,15,"INMOB. DE PROMOCIONES Y ARRIENDOS","INMOBILIARIA DE PROMOCIONES Y ARRIENDOS, S.A.","INMOBILIARIA DE PROMOCIONES Y ARRIENDOS, S.A. (IMPROASA)",NULL,NULL,A28475168,PS,CASTELLANA,31,"PL. 6",28046,MADRID,NULL,ES,NULL,915765207,NULL,915761748,NULL,1993-06-15,"A PETICION PROPIA",0000,2008-03-06,1974-06-27,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"INMOBPRO. SA"
541,15,"INVERCAME II, S.A.","INVERCAME II, S.A., SOCIEDAD DE TASACION","INVERCAME II, S.A., SOCIEDAD DE TASACION",NULL,NULL,A78590510,CL,VELAZQUEZ,24,"PL. 2",28001,MADRID,NULL,ES,NULL,914314244,NULL,915764199,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1987-11-24,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"INVERCAME II"
542,15,"ALCEN, S.A., SOCIEDAD DE TASACION","ALCEN, S.A., SOCIEDAD DE TASACION","ALCEN, S.A., SOCIEDAD DE TASACION",NULL,NULL,A58445446,CL,ARIBAU,250,NULL,8006,BARCELONA,NULL,ES,NULL,933023442,NULL,0,NULL,1997-04-25,"POR ACUERDO DEL CONSEJO DE MINISTROS DE FECHA 24-01-1997",0000,2008-03-06,1987-11-02,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,ALCEN
543,15,"REVER NUNELL, S.A., S.T.","REVER NUNELL, S.A., SOCIEDAD DE TASACION","REVER NUNELL, S.A., SOCIEDAD DE TASACION",NULL,NULL,A08477614,CL,TUSET,23-25,NULL,8006,BARCELONA,NULL,ES,NULL,932099300,NULL,932097516,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1974-06-27,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"REVER NUNELL"
544,15,"SERIN, SERVICIOS INMOBILIARIOS","SERIN, SERVICIOS INMOBILIARIOS, S.A.","SERIN, SERVICIOS INMOBILIARIOS, S.A.",NULL,NULL,A78029915,CL,FUENCARRAL,139,"PL. 1 - C",28010,MADRID,NULL,ES,NULL,914487098,NULL,915932942,NULL,2002-09-18,"POR RENUNCIA",0000,2008-03-06,1985-04-15,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,SERINSA
545,15,"I.V. INTERVALOR, S.A.","I.V. INTERVALOR, S.A.","I.V. INTERVALOR, S.A.",NULL,NULL,A58032228,CL,LONDRES,29,"PL. 1",8029,BARCELONA,NULL,ES,NULL,934399906,NULL,934399907,WWW.IVINTERVALOR.COM,2004-01-19,"POR RENUNCIA",0000,2008-03-06,1985-08-05,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,INTERVALOR-ROUX
546,15,"BEX TASACIONES, S.A.","BEX TASACIONES, S.A.","BEX TASACIONES, S.A.",NULL,NULL,A28582633,CL,"DOCTOR FLEMING",1,NULL,28046,MADRID,NULL,ES,NULL,915377614,NULL,914295472,NULL,1992-09-04,"A PETICION PROPIA",0000,2008-03-06,1979-07-11,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,BEXTASACIONES
547,15,"VALORACIO D' ACTIUS, S.A.","VALORACIO D' ACTIUS, S.A.","VALORACIO D' ACTIUS, S.A.",NULL,NULL,A58525353,AV,"FRANCESC CAMBO",17,"PL. 6 - B",8003,BARCELONA,NULL,ES,NULL,932688090,NULL,932688091,NULL,2009-10-28,"POR DISOLUCION",0000,2009-10-28,1988-02-23,NULL,8,ASSETS,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,ASSETS
548,15,"VALTEC, S.A.","VALTEC, S.A.","VALTEC, S.A.",NULL,NULL,A78330768,CL,"RIOS ROSAS",11,"PLANTA BAJA",28003,MADRID,NULL,ES,NULL,915713300,NULL,915714452,NULL,NULL,NULL,0000,2008-03-06,1988-01-19,NULL,28,VALTECSA,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,VALTECSA
549,15,"ZEHAZKI, S.A.","ZEHAZKI, S.A.","ZEHAZKI, S.A.",NULL,NULL,A20088720,CL,"JAVIER BARCAIZTEGUI",19,"ENTRESUELO C",20010,"SAN SEBASTIAN",GIPUZKOA,ES,NULL,943471751,NULL,943471792,NULL,NULL,NULL,0000,2011-10-26,1984-03-16,NULL,20,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,ZEHAZKI
550,15,"GESBISA, GESTORA BIENES TASACIONES","GESBISA, GESTORA DE BIENES Y TASACIONES, S.A.","GESBISA, GESTORA DE BIENES Y TASACIONES, S.A.",NULL,NULL,A78321668,CL,SERRANO,37,"PL. 6",28001,MADRID,NULL,ES,NULL,915781147,NULL,915783772,NULL,1994-06-01,"POR CAMBIO DE OBJETO SOCIAL",0000,2008-03-06,1986-07-31,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"GESBISA ST"
551,15,"TASACIONES,VALORACIONES Y SERVICIOS","TASACIONES, VALORACIONES Y SERVICIOS, S.A.","TASACIONES, VALORACIONES Y SERVICIOS, S.A.",NULL,NULL,A33107772,CL,"ALONSO QUINTANILLA",5,"PL. 1 - DCHA.",33002,OVIEDO,ASTURIAS,ES,NULL,985211216,NULL,985202894,NULL,1999-12-16,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 26.11.1999",0000,2008-03-06,1987-10-15,NULL,33,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,TASER
552,15,"TASACIONES Y SUBASTAS DEL DUERO","TASACIONES Y SUBASTAS DEL DUERO, S.A.","TASACIONES Y SUBASTAS DEL DUERO, S.A.",NULL,NULL,NULL,CL,ISABELES,1,NULL,37002,SALAMANCA,NULL,ES,NULL,0,NULL,0,NULL,1989-03-20,"A PETICION PROPIA",0000,2008-03-06,1988-03-21,NULL,37,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,"DEL DUERO ST"
553,15,"TASACIONES Y EVALUACIONES, S.A.","TASACIONES Y EVALUACIONES, S.A. (TYE, S.A.)","TASACIONES Y EVALUACIONES, S.A. (TYE S.A.)",NULL,NULL,A78834744,CL,ORELLANA,1,NULL,28004,MADRID,NULL,ES,NULL,913197134,NULL,913194985,NULL,2001-01-31,"POR RENUNCIA",0000,2008-03-06,1988-05-30,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,TYE
554,15,"INFORMACIO CARTOGRAFICA I DE BASE","INFORMACIO CARTOGRAFICA I DE BASE, S.A.","INFORMACIO CARTOGRAFICA I DE BASE, S.A.",NULL,NULL,A99015323,AV,DRASSANES,6-8,"PL. 19, 2",8001,BARCELONA,NULL,ES,NULL,0,NULL,0,NULL,1989-12-14,"A PETICION PROPIA",0000,2008-03-06,1988-06-23,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,INFORMACIOST
555,15,"URBAN., ARQUITECTURA E INGENIERIA","URBANIZACIONES, ARQUITECTURA E INGENIERIA, S.A.","URBANIZACIONES, ARQUITECTURA E INGENIERIA, S.A. (URBAISA)",NULL,NULL,A14019707,PS,"DE LA VICTORIA",55,"PL. 1",14004,CORDOBA,NULL,ES,NULL,957297166,NULL,957297197,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1987-09-28,NULL,14,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,URBAISA
556,15,"VALORACIONES ARMANDO ROJO, S.A.","VALORACIONES ARMANDO ROJO, S.A.","VALORACIONES ARMANDO ROJO, S.A.",NULL,NULL,A58417247,ZZ,"GRAN VIA LES CORTS CATALANES",535,NULL,8011,BARCELONA,NULL,ES,NULL,933235824,NULL,932530602,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1988-03-01,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,"AR VALORACIONES"
557,15,"CORPORACION GRAL. ESTUDIO Y GESTION","CORPORACION GENERAL DE ESTUDIO Y GESTION, S.A.","CORPORACION GENERAL DE ESTUDIO Y GESTION, S.A.",NULL,NULL,A78030301,PS,CASTELLANA,126,NULL,28046,MADRID,NULL,ES,NULL,922731301,NULL,922731959,NULL,1999-04-21,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 13.04.1999",0000,2008-03-06,1985-03-20,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,COGESTION
558,15,"TECVA, S.A.","TECVA, S.A.","TECVA, S.A.",NULL,NULL,A47070511,CL,"MARIA DE MOLINA",7,"PL. 2 - OFIC. 5",47001,VALLADOLID,NULL,ES,NULL,983370517,NULL,983370983,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1987-04-24,NULL,47,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,TECVASA
559,15,"TASACIONES VALORACIONES ASTURIANAS","TASACIONES Y VALORACIONES ASTURIANAS, S.A.","TASACIONES Y VALORACIONES ASTURIANAS, S.A.",NULL,NULL,A33127903,CL,"GENERAL ZUBILLAGA",1,"PL. 3 E",33005,OVIEDO,ASTURIAS,ES,NULL,985274699,NULL,985274699,NULL,2000-05-22,"POR RENUNCIA",0000,2008-03-06,1988-07-13,NULL,33,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,ASTURIANAS
560,15,"VALORACIONES MEDITERRANEO, S.A.","VALORACIONES MEDITERRANEO, S.A.","VALORACIONES MEDITERRANEO, S.A.",NULL,NULL,A03319530,UR,"BARRINA NORTE",36,"EDIFICIO VALMESA",3502,BENIDORM,ALICANTE,ES,NULL,965863511,NULL,965867057,WWW.VALMESA.ES,NULL,NULL,0000,2008-03-06,1988-02-12,NULL,3,VALMESA,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,VALMESA
561,15,"TASAHIPOTECARIA, S.A., S.T.","TASAHIPOTECARIA, S.A., S.T.","TASAHIPOTECARIA, S.A., SOCIEDAD DE TASACION",NULL,NULL,A78892536,CL,"BRAVO MURILLO",160,"PL. 1 EXTERIOR",28020,MADRID,NULL,ES,NULL,914250029,NULL,915796079,NULL,2002-02-15,"POR RENUNCIA",0000,2008-03-06,1988-09-08,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,TASAHIPOTECARIA
562,15,"TASACIONES Y VALOR. INMOBILIARIAS","TASACIONES Y VALORACIONES INMOBILIARIAS, S.A.","TASACIONES Y VALORACIONES INMOBILIARIAS, S.A. (TAVINSA)",NULL,NULL,A31227820,AV,"BAJA NAVARRA",2,ENTREPLANTA,31003,PAMPLONA,NAVARRA,ES,NULL,948245108,NULL,948246595,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1988-10-25,NULL,31,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,TAVINSA
563,15,"VALORACIONES Y TASACIONES, S.A.","VALORACIONES Y TASACIONES, S.A. (VALTASA)","VALORACIONES Y TASACIONES, S.A. (VALTASA)",NULL,NULL,A35142637,CL,"PEÑAS DEL CHACHE",2,BAJO,35500,"ARRECIFE DE LANZAROTE","LAS PALMAS",ES,NULL,928815161,NULL,928810743,NULL,1997-12-22,"POR RENUNCIA",0000,2008-03-06,1988-05-20,NULL,35,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,VALTASA
564,15,"SPANIA TASACIONES, S.A.","SPANIA TASACIONES, S.A.","SPANIA TASACIONES, S.A.","COMPAÑIA HISPANIA DE TASACIONES Y VALORACIONES, S.A.",NULL,A41257098,AV,"PADRE GARCIA TEJERO",2,NULL,41012,SEVILLA,NULL,ES,NULL,954230741,NULL,954235973,NULL,2000-03-09,"POR FUSION POR ABSORCION POR",4368,2008-03-06,1988-05-23,NULL,41,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SPANIA
565,15,"GESTORA ASOCIADA, S.A.","GESTORA ASOCIADA, S.A.","GESTORA ASOCIADA, S.A.",NULL,NULL,A78087848,CL,"JOAQUIN MARIA LOPEZ",74,"PL. 5 - IZDA.",28015,MADRID,NULL,ES,NULL,914014209,NULL,914028052,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1985-09-18,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,GEASA
566,15,"HISPANIA TASACIONES INMOBILIARIAS","HISPANIA DE TASACIONES INMOBILIARIAS, S.A.","HISPANIA DE TASACIONES INMOBILIARIAS, S.A.",NULL,NULL,A78901626,CL,AYALA,20,NULL,28001,MADRID,NULL,ES,NULL,914313817,NULL,915781544,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1988-09-21,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,HISTAINSA
567,15,"EURO APPRAISAL, S.A.","EURO APPRAISAL, S.A.","EURO APPRAISAL, S.A.",NULL,NULL,A48225080,AV,ZUGATZARTE,52,NULL,48930,"LAS ARENAS-GETXO",VIZCAYA,ES,NULL,944648488,NULL,944648689,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1987-09-28,NULL,48,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,"EURO APPRAISAL"
568,15,"TASACIONES ANDALUZAS, S.A.","TASACIONES ANDALUZAS, S.A.","TASACIONES ANDALUZAS, S.A.",NULL,NULL,A04100673,PS,ALMERIA,69,"PL. 5",4001,ALMERIA,NULL,ES,NULL,950237444,NULL,950271302,WWW.TASACIONESAND.ES,NULL,NULL,0000,2008-03-06,1988-12-07,NULL,4,TASA,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,TASA
569,15,"INMOSEGUROS TASACION, S.A.","INMOSEGUROS TASACION, S.A.","INMOSEGUROS TASACION, S.A.",NULL,NULL,A78966157,CL,"PEDRO MUÑOZ SECA",4,"PL. 5",28001,MADRID,NULL,ES,NULL,914263823,NULL,914356412,NULL,NULL,NULL,0000,2008-03-06,1988-11-30,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,INMOSEGUROS
570,15,"C-22, S.A.","C-22, S.A.","C-22, S.A.",NULL,NULL,A79041539,CL,CASTELLO,22,"PL. 3 - A",28001,MADRID,NULL,ES,NULL,915755336,NULL,915766200,NULL,1999-08-04,"POR RENUNCIA",0000,2008-03-06,1989-02-15,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,C-22
571,15,"TASACIONES Y PRESUPUESTOS, S.A.","TASACIONES Y PRESUPUESTOS, S.A.","TASACIONES Y PRESUPUESTOS, S.A.",NULL,NULL,A79086419,CL,"JORGE JUAN",72,NULL,28009,MADRID,NULL,ES,NULL,915772674,NULL,915777894,NULL,2000-01-26,"POR DISOLUCION",0000,2008-03-06,1989-03-15,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,TYPSA
572,15,"SOLUCIONES Y DISEÑOS, S.A.","SOLUCIONES Y DISEÑOS, S.A.","SOLUCIONES Y DISEÑOS, S.A.",NULL,NULL,A78552213,CL,ESCALERILLA,4,"1 E",28230,"LAS ROZAS",MADRID,ES,NULL,916376121,NULL,0,NULL,1993-01-08,"A PETICION PROPIA",0000,2008-03-06,1986-05-05,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,SOLU.DIS.
573,15,"GENERAL DE VALORACIONES, S.A.","GENERAL DE VALORACIONES, S.A.","GENERAL DE VALORACIONES, S.A.",NULL,NULL,A29254935,CL,ARDALES,3,NULL,28023,MADRID,NULL,ES,NULL,913573884,NULL,917400379,NULL,NULL,NULL,0000,2009-11-27,1988-03-21,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"GRAL. VALORAC."
574,15,"IBERICA DE TASACIONES, S.A.","IBERICA DE TASACIONES, S.A.","IBERICA DE TASACIONES, S.A.",NULL,NULL,A03444031,CL,"LA MAR",32,NULL,3590,ALTEA,ALICANTE,ES,NULL,965840300,NULL,965843982,NULL,2001-02-05,"POR RENUNCIA",0000,2008-03-06,1989-05-05,NULL,3,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,ITSA
575,15,"SOCIEDAD ESPAÑOLA DE VALORACIONES","SOCIEDAD ESPAÑOLA DE VALORACIONES, S.A.","SOCIEDAD ESPAÑOLA DE VALORACIONES, S.A.",NULL,NULL,A79071684,CL,"FERNANDO EL SANTO",24,NULL,28010,MADRID,NULL,ES,NULL,934147671,NULL,913085609,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1989-06-05,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,STV
576,15,"TASATECNI, S.A., EN LIQUIDACION","TASATECNI, S.A., EN LIQUIDACION","TASATECNI, S.A., EN LIQUIDACION",NULL,NULL,A29388154,CL,REAL,101,"PL. 3",29680,ESTEPONA,MALAGA,ES,NULL,914353766,NULL,915777405,NULL,1997-12-22,"POR RENUNCIA",0000,2008-03-06,1989-07-28,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,TASATECNI
577,15,"GABINETE TASACIONES INMOBILIARIAS","GABINETE DE TASACIONES INMOBILIARIAS, S.A.","GABINETE DE TASACIONES INMOBILIARIAS, S.A.",NULL,NULL,A79164919,CL,"RAFAEL HERRERA",11,BAJO,28036,MADRID,NULL,ES,NULL,913789750,NULL,913789742,WWW.GTISA.ES,NULL,NULL,0000,2008-03-06,1989-05-31,NULL,28,GTI,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,GTI
578,15,"COMPAÑIA HISPANIA TASACIONES Y VALO","COMPAÑIA HISPANIA DE TASACIONES Y VALORACIONES, SA","COMPAÑIA HISPANIA DE TASACIONES Y VALORACIONES, S.A.",NULL,NULL,A79199287,AV,"EUROPA, 34, EDIFICIO B",NULL,"PL. 3 IZQUIERDA",28023,MADRID,NULL,ES,NULL,913070035,NULL,913071795,WWW.COHISPANIA.COM,NULL,NULL,0000,2010-03-29,1989-07-03,NULL,28,COHISPANIA,S,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,COHISPANIA
579,15,"ESTUDIOS Y PROY.TECN. INDUSTR.","ESTUDIOS Y PROYECTOS TECNICOS INDUSTRIALES, S.A.","ESTUDIOS Y PROYECTOS TECNICOS INDUSTRIALES, S.A., SOCIEDAD DE TASACION (EPTISA)",NULL,NULL,A28025161,CL,ARAPILES,14,NULL,28015,MADRID,NULL,ES,NULL,914450300,NULL,0,NULL,1993-03-24,"A PETICION PROPIA",0000,2008-03-06,1956-01-31,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"EPTISA,SA"
580,15,"MHP TASACIONES, S.A.","MHP TASACIONES, S.A.","MHP TASACIONES, S.A.",NULL,NULL,A29278678,CL,ARENAL,3,NULL,29016,MALAGA,NULL,ES,NULL,952217467,NULL,952226871,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1989-09-26,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"MHP TASACIONES"
581,15,"STV SOC. TASACIONES VALORACIONES","STV SOCIEDAD DE TASACIONES Y VALORACIONES, S.A.","STV SOCIEDAD DE TASACIONES Y VALORACIONES, S.A.",NULL,NULL,A31245939,CL,"PINTOR MAEZTU",6,"PL. 1 - DCHA.",31008,PAMPLONA,NAVARRA,ES,NULL,948222680,NULL,948222680,NULL,1998-12-23,"POR ACUERDO DE LA COMISION EJECUTIVA DE FECHA 15-12-1998",0000,2008-03-06,1989-06-19,NULL,31,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,STV
582,15,"MURCIANA DE TASACIONES, S.A.","MURCIANA DE TASACIONES, S.A.","MURCIANA DE TASACIONES, S.A.",NULL,NULL,A30207492,CL,"CUATRO CAMINOS",33,"BAJO-CARRIL RUIPEREZ",30007,MURCIA,NULL,ES,NULL,968249847,NULL,968236074,NULL,NULL,NULL,0000,2009-08-25,1989-04-08,NULL,30,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,MURCIANA
583,15,"TASACIONES MALAGA, S.A.","TASACIONES MALAGA, S.A.","TASACIONES MALAGA, S.A.",NULL,NULL,A29379468,PS,REDING,31,BAJO,29016,MALAGA,NULL,ES,NULL,952222900,NULL,952222900,NULL,1998-03-02,"POR RENUNCIA",0000,2008-03-06,1989-04-25,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,MALAGA
