id,idtipo,nombre35,nombre50,nombre105,nombre105_ent_suc,observaciones,codigocif,siglavia,nombrevia,numerovia,restodom,codpostal,poblacion,provincia,codpais,servtasa,telefono,pendbaja,numfax,dirinternet,fchbaja,motbaja,codentsuc,fechactualiza,fechaalta,codaut,codprov,nomcomercial,indicativonc,bic,nomentmatriz,direntmatriz,locentmatriz,cpentmatriz,telentmatriz,faxentmatriz,internetentmatriz,cod_autonomia,anagrama
1,11,"STANDARD CHARTERED BANK","STANDARD CHARTERED BANK","STANDARD CHARTERED BANK",NULL,NULL,N0060668A,CL,PINAR,5,NULL,28006,MADRID,NULL,GB,NULL,917437385,NULL,917437099,NULL,NULL,NULL,0000,2010-03-17,1983-04-25,NULL,28,NULL,N,NULL,"STANDARD CHARTERED BANK, PLC","1 ALDERMANBURY SQUARE","LONDON EC2V 7SB",NULL,4402072807500,NULL,NULL,12,"STANDARD CHART."
2,11,"CAISSE CENTRALE BANQUES POPULAIRES","CAISSE CENTRALE BANQUES POPULAIRES - BARCELONA","CAISSE CENTRALE BANQUES POPULAIRES - BARCELONA",NULL,NULL,NULL,PS,GRACIA,2,NULL,8012,BARCELONA,NULL,ES,NULL,0,NULL,0,NULL,1992-02-03,"ASIGNACION ERRONEA DE CODIGO",0000,2008-03-06,1983-07-29,NULL,8,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,CAISSEBANK
3,11,"UNICREDIT BANK AG","UNICREDIT BANK AG","UNICREDIT BANK AG",NULL,NULL,N0041117C,CL,MONTALBAN,7,"PL. 5",28014,MADRID,NULL,DE,NULL,917011541,NULL,913198671,NULL,2011-02-09,"POR CIERRE",0000,2011-02-09,1987-07-22,NULL,28,NULL,N,HYVEESM1XXX,"UNICREDIT BANK AG","VOR 1 - AM TUCHERPARK 16","80538 MUNCHEN",NULL,NULL,NULL,NULL,12,"UNICREDIT BANK"
4,11,"HAMBROS BANK (JERSEY) LIMITED","HAMBROS BANK (JERSEY) LIMITED","HAMBROS BANK (JERSEY) LIMITED",NULL,NULL,NULL,NULL,.,NULL,NULL,28000,MADRID,NULL,US,NULL,0,NULL,0,NULL,1987-11-16,"POR CIERRE",0000,2008-03-06,1987-10-02,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"HAMBROS BANK"
5,11,"SKANDINAVISKA ENSKILDA BANKEN","SKANDINAVISKA ENSKILDA BANKEN               OR","SKANDINAVISKA ENSKILDA BANKEN          OR",NULL,NULL,NULL,NULL,"RICARDO SORIANO, 50",0,NULL,29600,"MARBELLA (MALAGA)",NULL,ES,NULL,914298052,NULL,0,NULL,1990-12-04,NULL,0000,2008-03-06,1990-03-07,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,SKANDINAVISK
6,11,"KANSALLIS INTERNATIONAL BANK","KANSALLIS INTERNATIONAL BANK","KANSALLIS INTERNATIONAL BANK",NULL,NULL,NULL,AV,"SANTOS REIN",4,NULL,29640,FUENGIROLA,MALAGA,ES,NULL,0,NULL,0,NULL,1994-02-04,"ORDEN DEL JEFE DE OFICINA",0000,2008-03-06,1988-10-28,NULL,29,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NKANSALLIS
7,11,"WESTDEUTSCHE LANDESBANK","WESTDEUTSCHE LANDESBANK","WESTDEUTSCHE LANDESBANK",NULL,NULL,A0041401A,PZ,"PABLO RUIZ PICASSO",S/N,NULL,28020,MADRID,NULL,ES,NULL,914318440,NULL,0,NULL,1991-01-02,"POR CIERRE",0000,2008-03-06,1989-06-07,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,WESTDEUTSCHE
8,11,"THE INDUSTRIAL BANK OF JAPAN, LTD.","THE INDUSTRIAL BANK OF JAPAN, LTD.","THE INDUSTRIAL BANK OF JAPAN, LTD.",NULL,NULL,NULL,PS,CASTELLANA,51,PL.3,28046,MADRID,NULL,ES,NULL,914197107,NULL,0,NULL,1993-07-03,"POR CIERRE",0000,2008-03-06,1989-06-02,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,INDUSTRIALBA
9,11,"CREDIT SUISSE DE ZURICH","CREDIT SUISSE DE ZURICH","CREDIT SUISSE DE ZURICH",NULL,NULL,A0361865I,PS,RECOLETOS,17,NULL,28004,MADRID,NULL,ES,NULL,915959999,NULL,915213011,NULL,1998-03-03,"A PETICION PROPIA",0000,2008-03-06,1989-06-08,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"CREDIT SUISSE"
10,11,"SVENSKA HANDELSBANKEN","SVENSKA HANDELSBANKEN","SVENSKA HANDELSBANKEN",NULL,NULL,A0301022J,UR,"NUEVA ANDALUCIA",NULL,"CENTRO COM. PLAZA 2",29660,MARBELLA,MALAGA,SE,NULL,952817550,NULL,952817567,NULL,2008-10-15,"POR CIERRE",0000,2008-10-15,1990-03-15,NULL,29,NULL,N,HANDES21XXX,"SVENSKA HANDELSBANKEN","KUNGSTRÄDGARDSGATAN, 2","S-10670 STOCKHOLM",NULL,87011000,NULL,NULL,1,"SVENSKA HANDELS"
11,11,"GIROCREDIT BANK A.G. DER SPARKASSEN","GIROCREDIT BANK A.G. DER SPARKASSEN","GIROCREDIT BANK A.G. DER SPARKASSEN","ERSTE BANK DER OESTERREICHISCHEN SPARKASSEN  A.G.",NULL,A0381006F,CL,"FERNANDO EL SANTO",3,"PL. 3",28010,MADRID,NULL,ES,NULL,913082988,NULL,913082893,NULL,1998-01-14,"POR ABSORCION DE LA ENTIDAD REPRESENTADA POR",1211,2008-03-06,1990-04-19,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"GIROCREDIT BANK"
12,11,"PKB PRIVATBANKAG.","PKB PRIVATBANK AG.","PKB PRIVATBANK AG.",NULL,NULL,N0361124A,CL,ORQUIDEA,43,"LA MORALEJA",28100,ALCOBENDAS,MADRID,CH,NULL,915829100,NULL,915829114,NULL,NULL,NULL,0000,2009-01-01,1990-08-27,NULL,28,NULL,N,PKBSES21XXX,"PKB PRIVATBANK AG","12, RUE CHARLES-GALLAND-CASE POSTALE 391","1211 GENEVE 12",NULL,223469155,NULL,NULL,12,"PKB PRIVATBANK"
13,11,"COUNTY NATWEST LIMITED","COUNTY NATWEST LIMITED","COUNTY NATWEST LIMITED",NULL,NULL,A0061874D,CL,"PRINCIPE DE VERGARA",125,NULL,28002,MADRID,NULL,ES,NULL,913217217,NULL,913217291,NULL,1996-03-11,"A PETICION PROPIA",0000,2008-03-06,1990-10-02,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"COUNTY NATWEST"
14,11,"BANQUE FRANCAISE COMMERCE EXTERIEUR","BANQUE FRANCAISE DU COMMERCE EXTERIEUR","BANQUE FRANCAISE DU COMMERCE EXTERIEUR",NULL,NULL,A0011533G,CL,GOYA,15,NULL,28001,MADRID,NULL,ES,NULL,0,NULL,0,NULL,1998-05-06,.,0000,2008-03-06,1991-01-03,NULL,28,NULL,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,"COMMERCE EXTER."
15,11,"B.ACTIVIDADES ECONOMICAS EXTERIORES","BANCO DE LAS ACTIVIDADES ECONOMICAS EXTERIORES","BANCO DE LAS ACTIV. ECONOMICAS EXTERIORES (VNESHECONOMBANK) URSS",NULL,NULL,G0561006H,PS,CASTELLANA,143,"PL. 1 - D",28046,MADRID,NULL,RU,NULL,0,NULL,0,NULL,2004-06-17,"POR CIERRE",0000,2008-03-06,1991-04-01,NULL,28,NULL,N,AEEVESM1XXX,"BANCO DE LAS ACTIV. ECONOMICAS     EXTERIORES (VNESHECONOMBANK) URSS","NOVOKIROVSKY PROSPEKT, 15/31",MOSCOWW,NULL,2046519,NULL,NULL,12,ACTIV.ECON.EXT.
16,11,"BANQUE INTERNATIONALE A LUXEMBOURG","BANQUE INTERNATIONALE A LUXEMBOURG","BANQUE INTERNATIONALE A LUXEMBOURG",NULL,NULL,A0021178I,PS,GRACIA,16,"PL. 6",8007,BARCELONA,NULL,LU,NULL,934120440,NULL,934124221,NULL,2005-10-17,"POR CIERRE",0000,2008-03-06,1991-06-03,NULL,8,NULL,N,BILLESB1XXX,"BANQUE INTERNATIONALE A            LUXEMBOURG","RUE DU RHONE, 30","1204 GENEVE",NULL,41228190909,NULL,NULL,9,BIL
17,11,"WÜRTTEMBERGISCHE HYPOTHEKENBANK AG","WÜRTTEMBERGISCHE HYPOTHEKENBANK AG","WÜRTTEMBERGISCHE HYPOTHEKENBANK AG",NULL,NULL,N0042623I,PS,"DE GRACIA",60,"PL. 3 - C",8007,BARCELONA,NULL,DE,NULL,932721317,NULL,0,NULL,2004-02-10,"POR CIERRE",0000,2008-03-06,2001-03-01,NULL,8,NULL,N,NULL,"WÜRTTEMBERGISCHE HYPOTHEKENBANK AG","BÜCHSENSTR., 26","70174 STUTTGART",NULL,497112096452,NULL,NULL,9,WÜRTTEMBERGER
18,11,"ALLGEMEINE HYPOTHEKENBANK RHEINBOD.","ALLGEMEINE HYPOTHEKENBANK RHEINBODEN AG","ALLGEMEINE HYPOTHEKENBANK RHEINBODEN AG",NULL,NULL,N0042587F,CL,ALCALA,21,"PL. 11 - IZDA.",28014,MADRID,NULL,DE,NULL,913604065,NULL,913604038,NULL,2006-08-14,"POR CIERRE",0000,2008-03-06,2001-03-23,NULL,28,NULL,N,NULL,"ALLGEMEINE HYPOTHEKENBANK          RHEINBODEN AG","BOCKENHEIMER LANDSTRASSE, 25","60325 FRANKFURT AM MAIN",NULL,49697179391,NULL,NULL,12,"ALLGEMEINE HYPO"
19,11,"BANQUE SYZ & CO, S.A.","BANQUE SYZ & CO, S.A.","BANQUE SYZ & CO, S.A.",NULL,NULL,N0391229B,PS,GRACIA,16,"PL. 6",8007,BARCELONA,NULL,CH,NULL,933427218,NULL,933427219,NULL,2003-08-07,"POR CIERRE",0000,2008-03-06,2001-07-26,NULL,8,NULL,N,NULL,"BANQUE SYZ & CO, S.A.","RUE DU RHONE, 30","1204 GENEVE",NULL,41228190909,NULL,NULL,9,"BANQUE SYZ"
20,11,"WESTDEUTSCHE IMMOBILIENBANKAG","WESTDEUTSCHE IMMOBILIENBANK AG","WESTDEUTSCHE IMMOBILIENBANK AG",NULL,NULL,N0301680E,CL,SERRANO,37,"PL. 5",28001,MADRID,NULL,DE,NULL,914328032,NULL,914328051,NULL,NULL,NULL,0000,2008-03-06,2001-12-18,NULL,28,NULL,N,NULL,"WESTDEUTSCHE INMOBILIENBANK AG","GROSSE BLEICHE, 46","55116 MAINZ",NULL,NULL,NULL,NULL,12,WESIMM
21,11,"NORDEA BANK, S.A.","NORDEA BANK, S.A.","NORDEA BANK, S.A.",NULL,NULL,N0081049I,NULL,"CENTRO COMERCIAL PLAZA, OFIC.","17,E",NULL,29660,"NUEVA ANDALUCIA- MARBELLA",MALAGA,LU,NULL,952816925,NULL,952816954,NULL,NULL,NULL,0000,2009-04-03,2002-03-13,NULL,29,NULL,N,NULL,"NORDEA BANK, S.A.","672 RUE DE NEUDORF","L-2220 FINDEL SANDWILER",NULL,NULL,NULL,NULL,1,"NORDEA BANK,SA"
22,11,"LGT BANK (SCHWEIZ) AG","LGT BANK (SCHWEIZ) AG","LGT BANK (SCHWEIZ) AG",NULL,NULL,N0391292J,CL,"CLAUDIO COELLO",88,"PL 1",28006,MADRID,NULL,CH,NULL,917816299,NULL,0,NULL,NULL,NULL,0000,2010-09-28,2002-04-17,NULL,28,NULL,N,NULL,"LGT BANK (SCHWEIZ) AG","LANGE GASSE 15","4002 BASILEA",NULL,NULL,NULL,NULL,12,"LGT BANK"
23,11,"SKANDIA BANK (SWITZERLAND) A.G.","SKANDIA BANK (SWITZERLAND) A.G.","SKANDIA BANK (SWITZERLAND) A.G.",NULL,NULL,N0391318C,CL,"JUAN DE MENA",6,BAJO,28014,MADRID,NULL,CH,NULL,0,NULL,0,NULL,2003-11-20,"POR CIERRE",0000,2008-03-06,2002-09-17,NULL,28,NULL,N,NULL,"SKANDIA BANK (SWITZERLAND) A.G.","BELLERIVESTRASSE, 30","CH-8034 ZURICH",NULL,4113892600,NULL,NULL,12,SKANDIA
24,11,"SANPAOLO IMI S.P.A.","SANPAOLO IMI S.P.A.","SANPAOLO IMI S.P.A.",NULL,NULL,N0051962I,PZ,"DE COLON",2,"TORRE 2, PL. 10",28046,MADRID,NULL,IT,NULL,913106330,NULL,913197722,NULL,2004-11-19,"POR CIERRE",0000,2008-03-06,2002-12-18,NULL,28,NULL,N,NULL,"SANPAOLO IMI S.P.A.","PIAZZA SAN CARLO, 156","10121 TORINO",NULL,"39 (011) 5551",NULL,NULL,12,"SANPAOLO IMI"
25,11,"DEPFA BANK PLC","DEPFA BANK PLC","DEPFA BANK PLC",NULL,NULL,N0071384B,CL,"MONTE ESQUINZA",30,"PL. 4",28010,MADRID,NULL,IE,NULL,917004640,NULL,913100791,NULL,2007-12-18,"POR CIERRE",0000,2008-03-06,2003-08-13,NULL,28,NULL,N,NULL,"DEPFA BANK PLC","INTERNATIONAL HOUSE, 3 HARBOURMASTER PLACE","IFSC DUBLIN 1",NULL,35316071509,35318290213,NULL,12,"DEPFA BANK"
26,11,"ABN AMRO BANK (LUXEMBORG), S.A.","ABN AMRO BANK (LUXEMBORG), S.A.","ABN AMRO BANK (LUXEMBORG), S.A.",NULL,NULL,N1081062J,AV,"JOSE BANUS, EDIFICIO MALAGA II",NULL,"LOCAL 2",29660,MARBELLA,MALAGA,LU,NULL,0,NULL,0,NULL,2005-01-03,"POR CIERRE",0000,2008-03-06,2003-09-03,NULL,29,NULL,N,NULL,"ABN AMRO (LUXEMBOURG) S.A.","ESPACE KENNEDY, 46 AVENUE J F KENNEDY","L- 1855 LUXEMBOURG - KIRCHBERG",NULL,"00352 2607 1","00352 26072999",NULL,1,"ABN AMRO"
27,11,"BANCA INTESA SPA","BANCA INTESA SPA","BANCA INTESA SPA",NULL,NULL,N0052149B,PZ,"DE COLON",2,"TORRE 1 - PL. 13",28046,MADRID,NULL,IT,NULL,914264000,NULL,914264063,NULL,2005-08-31,"POR CIERRE",0000,2008-03-06,2004-03-17,NULL,28,NULL,N,NULL,"BANCA INTESA SPA","PIAZZA PAOLO FERRARI, 10","21121 MILAN",NULL,"0039 02 879411",NULL,NULL,12,"BANCA INTESA"
28,11,"NYKREDIT REALKREDIT A/S","NYKREDIT REALKREDIT A/S","NYKREDIT REALKREDIT A/S",NULL,NULL,N0081361H,NULL,"CENTRO COMERCIAL PLAZA, LOCAL",26,NULL,29660,"NUEVA ANDALUCIA - MARBELLA",MALAGA,DK,NULL,952905150,NULL,952818528,NULL,NULL,NULL,0000,2008-03-06,2004-09-14,NULL,29,NULL,N,NULL,"NYKREDIT REALKREDIT A/S","KALVEBOD BRYGGE 1-3","DK-1789 COPENHAGUE",NULL,"00 45 33421000",4533421507,NULL,1,NYKREDIT
29,11,"ABC INTERNATIONAL BANK PLC","ABC INTERNATIONAL BANK PLC","ABC INTERNATIONAL BANK PLC",NULL,NULL,N0067764A,PS,"DE LA CASTELLANA",153,BAJO,28046,MADRID,NULL,GB,NULL,915672822,NULL,915672829,NULL,2011-05-25,"POR CIERRE",0000,2011-05-25,2004-11-12,NULL,28,NULL,N,NULL,"ABC INTERNATIONAL BANK PLC","ARAB BANKING CORPORATION HOUSE, 1-5","MOORGATE - EC2R 6AB LONDRES",NULL,442077764000,442076069987,NULL,12,ABCIB
30,11,"BHF-BANK (SCHWEIZ) AG","BHF-BANK (SCHWEIZ) AG","BHF-BANK (SCHWEIZ) AG",NULL,NULL,N0391543F,AV,"ALCALDE CLEMENTE DIAZ RUIZ",18,"LOCAL 6 PUEBLA LUCIA",29640,FUENGIROLA,MALAGA,CH,NULL,952466568,NULL,952469470,NULL,2009-08-10,"POR CIERRE",0000,2009-08-10,2004-12-22,NULL,29,NULL,N,NULL,"BHF-BANK (SCHWEIZ) AG","SCHULHAUSSTRASSE, 6","CH-8027 ZURICH",NULL,"4144 209 75 11","4144 202 56 06",WWW.BHF-BANK.CH,1,BHF-BANK
31,11,"BANCA POPOLARE DI MILANO","BANCA POPOLARE DI MILANO","BANCA POPOLARE DI MILANO",NULL,NULL,N0052390B,PS,"MANUEL GIRONA",14,NULL,8034,BARCELONA,NULL,IT,NULL,932038458,NULL,932803285,NULL,2007-07-09,"POR CIERRE",0000,2008-03-06,2004-12-23,NULL,8,BPM,S,NULL,"BANCA POPOLARE DI MILANO","PIAZZA MEDA, 4","20121 MILANO",NULL,277001,277002156,NULL,9,BPM
32,11,"SPARBANK VEST, A/S","SPARBANK VEST, A/S","SPARBANK VEST A/S",NULL,NULL,N0081376F,CL,BATERIA,2,NULL,29740,"TORRE DEL MAR",MALAGA,DK,NULL,952198606,NULL,951311188,NULL,2009-03-05,"POR CIERRE",0000,2009-03-05,2005-01-13,NULL,29,NULL,N,NULL,"SPARBANK VEST A/S","ADELGADE, 8","7800 SKIVE",NULL,4596141402,4596141405,NULL,1,SPARBANK
33,11,"BANKHAUS JUNGHOLZ AG","BANKHAUS JUNGHOLZ AG","BANKHAUS JUNGHOLZ AG",NULL,NULL,N0391580H,CL,"MARQUES DE CAMPO",16,"PL. 4",3700,DENIA,ALICANTE,CH,NULL,966431991,NULL,966432791,NULL,NULL,NULL,0000,2009-08-19,2005-03-14,NULL,3,NULL,N,NULL,"BANKHAUS JUNGHOLZ AG","OBERER GRABEN, 3","9001 ST. GALLEN (SUIZA)",NULL,NULL,NULL,NULL,15,"BANKHAUS JUNGHO"
34,11,"IKB DEUTSCHE INDUSTRIEBANK AG","IKB DEUTSCHE INDUSTRIEBANK AG","IKB DEUTSCHE INDUSTRIEBANK AG",NULL,NULL,N0043816H,PS,CASTELLANA,9-11,NULL,28046,MADRID,NULL,DE,NULL,0,NULL,0,NULL,2006-06-06,"POR CIERRE",0000,2008-03-06,2005-06-15,NULL,28,NULL,N,IKBDESM1XXX,"IKB DEUTSCHE INDUSTRIEBANK AG","WILHELM-BOTZKES-STRASSE, 1","40474 DUSSELDORF",NULL,NULL,NULL,NULL,12,"IKB DEUTSCHE IN"
35,11,"SWEDBANK, S.A.","SWEDBANK, S.A.","SWEDBANK, S.A.",NULL,NULL,W1181054F,AV,MANOLETE,NULL,"C.COMERC.PLAZA OF.16",29660,MARBELLA,MALAGA,LU,NULL,0,NULL,0,NULL,NULL,NULL,0000,2009-01-01,2005-08-30,NULL,29,NULL,N,NULL,"SWEDBANK, S.A.","P.O. BOX 1305","L-1013 LUXEMBOURG",NULL,3524049401,352404907,NULL,1,SWEDBANK
36,11,"DEKABANK DEUTSCHE GIROZENTRALE","DEKABANK DEUTSCHE GIROZENTRALE","DEKABANK DEUTSCHE GIROZENTRALE",NULL,NULL,W0043967I,PS,"DE LA CASTELLANA",141,"PL.8. ED.CUZCO IV",28046,MADRID,NULL,DE,NULL,915726693,NULL,915726621,NULL,NULL,NULL,0000,2009-01-01,2005-10-24,NULL,28,NULL,N,NULL,"DEKABANK DEUTSCHE GIROZENTRALE","MAINZER LANDSTRABE, 16","60325 FRANKFURT",NULL,+49)6971473125,+49)6971473115,NULL,12,DEKABANK
37,11,"HVB BANQUE LUXEMBOURG SA","HVB BANQUE LUXEMBOURG SA","HVB BANQUE LUXEMBOURG SOCIETE ANONYME",NULL,NULL,N1181077G,CL,"ALFONSO XII",4,NULL,28014,MADRID,NULL,LU,NULL,917011543,NULL,915313770,NULL,2008-01-22,"POR CIERRE",0000,2008-03-06,2006-02-08,NULL,28,NULL,N,NULL,"HVB BANQUE LUXEMBOURG SOCIETE      ANONYME","4 RUE ALPHONSE WEICKER","2721 LUXEMBURGO",NULL,"00352 26134399","00352 26134301",NULL,12,"HVB LUXEMBOURG"
38,11,"BANCOLOMBIA, S.A.","BANCOLOMBIA, S.A.","BANCOLOMBIA, S.A.",NULL,NULL,N4801058A,PS,"DE LA CASTELLANA",134,"PL. 1 DCHA",28046,MADRID,NULL,CO,NULL,915216666,NULL,915216631,NULL,NULL,NULL,0000,2010-07-15,2006-05-19,NULL,28,NULL,N,NULL,"BANCOLOMBIA, S.A.","AV LOS INDUSTRIALES, CRA 48 Nç 26-85. TORRE SUR PISO 10 C","MEDELLIN - COLOMBIA",NULL,NULL,NULL,NULL,12,BANCOLOMBIA
39,11,"RAIFFEISENBANK KLEINWALSERTAL AG","RAIFFEISENBANK KLEINWALSERTAL A.G.","RAIFFEISENBANK KLEINWALSERTAL A.G.",NULL,NULL,W0381285F,CL,"SAN SEBASTIAN",3,"PL. 1",7001,PALMA,NULL,AT,NULL,971717198,NULL,0,NULL,2012-01-25,"POR CIERRE",0000,2012-01-25,2006-05-22,NULL,7,NULL,N,NULL,"RAIFFEISENBANK KLEINWALSERTAL      AKTIENGESELLSCHAFT","WALSERSTR. 63","6992 HIRSCHEGG",NULL,NULL,NULL,NULL,4,RAIFFEISENBANK
40,11,"KAUPTHING BANK LUXEMBOURG, S.A.","KAUPTHING BANK LUXEMBOURG, S.A.","KAUPTHING BANK LUXEMBOURG, S.A.",NULL,NULL,N1181068F,NULL,"OFICINA 10",NULL,"CENTRO PLAZA",29660,"NUEVA ANDALUCIA",MALAGA,LU,NULL,952812227,NULL,952907050,NULL,2008-10-14,"POR CIERRE",0000,2008-10-14,2006-05-24,NULL,29,NULL,N,NULL,"KAUPTHING BANK LUXEMBOURG, S.A.","12, GUILLAUME SCHNEIDER","L2522 LUXEMBURGO",NULL,NULL,NULL,NULL,1,"KAUPTHING BANK"
41,11,"DEUTSCHE HYPOTHEKENBANK AG","DEUTSCHE HYPOTHEKENBANK AG","DEUTSCHE HYPOTHEKENBANK (ACTIEN- GESELLSCHAFT)",NULL,NULL,N0044213G,CL,"MARIA DE MOLINA",40,NULL,28006,MADRID,NULL,DE,NULL,917452642,NULL,914116183,NULL,NULL,NULL,0000,2008-03-06,2006-07-05,NULL,28,NULL,N,NULL,"DEUTSCHE HYPOTHEKENBANK (ACTIEN-   GESELLSCHAFT)","GEORGSPLATZ 8","30159 HANNOVER",NULL,NULL,NULL,NULL,12,"DEUTSCHE HYPOTH"
42,11,"LANDSBANKI LUXEMBOURG, SA (EN SUSPE","LANDSBANKI LUXEMBOURG, S.A.(EN SUSPENSION PAGOS)","LANDSBANKI LUXEMBOURG, S.A. (EN SUSPENSION DE PAGOS)",NULL,NULL,N0181060E,NULL,"CENTRO COMERCIAL PLAZA",NULL,"PL. 1, OFIC. 4",29660,"NUEVA ANDALUCIA, MARBELLA",MALAGA,LU,NULL,952812890,NULL,952929222,NULL,NULL,NULL,0000,2008-11-04,2006-09-01,NULL,29,NULL,N,NULL,"LANDSBANKI LUXEMBOURG, S.A.","85-91 ROUTE DE THIONVILLE, P.O. BOX 1.133",LUXEMBURGO,NULL,NULL,NULL,NULL,1,LANDSBANKI
43,11,"BANCO DE GUAYAQUIL, S.A.","BANCO DE GUAYAQUIL, S.A.","BANCO DE GUAYAQUIL, S.A.",NULL,NULL,N5001053G,CL,"PEDRO TEIXEIRA",8,NULL,28020,MADRID,NULL,EC,NULL,914179302,NULL,914179297,NULL,NULL,NULL,0000,2008-03-06,2007-01-29,NULL,28,NULL,N,NULL,"BANCO DE GUAYAQUIL, S.A.","CL. PICHANCHA, N. 107 ESQUINA CL. FRANCISCO DE PAULA YCAZA",GUAYAQUIL,NULL,NULL,NULL,NULL,12,"B.GUAYAQUIL,SA"
44,11,"BANCO PICHINCHA C.A.","BANCO PICHINCHA C.A.","BANCO PICHINCHA C.A.",NULL,NULL,N5001054E,CL,ALCALA,79,LOCAL,28009,MADRID,NULL,EC,NULL,915488396,NULL,915411004,NULL,NULL,NULL,0000,2008-03-06,2007-02-28,NULL,28,NULL,N,NULL,"BANCO PICHINCHA C.A.","AV. AMAZONAS 4560 Y PEREIRA",QUITO,NULL,NULL,NULL,NULL,12,"B. PICHINCHA"
45,11,"SCHRODER & CO. BANK AG","SCHRODER & CO. BANK AG","SCHRODER & CO. BANK AG",NULL,NULL,N0391856B,CL,"PEDRO DE VALDIVIA",14,BAJO,28006,MADRID,NULL,CH,NULL,915901291,NULL,0,NULL,NULL,NULL,0000,2010-06-22,2007-03-30,NULL,28,NULL,N,NULL,"SCHRODER & CO. BANK AG","CENTRAL, 2                                                       8001",ZURICH,NULL,NULL,NULL,NULL,12,"SCHRODER & CO."
46,11,"BANCO BOLIVARIANO C.A.","BANCO BOLIVARIANO C.A.","BANCO BOLIVARIANO C.A.",NULL,NULL,N5001059D,CL,LAGASCA,73,"PL. 1, OFICINA G",28001,MADRID,NULL,EC,NULL,914323486,NULL,915784249,NULL,NULL,NULL,0000,2008-03-06,2007-10-04,NULL,28,NULL,N,NULL,"BANCO BOLIVARIANO C.A.","JUNIN 200 Y PANAMA",GUAYAQUIL,NULL,59342305000,59342566378,NULL,12,BOLIVARIANO
47,11,"BANCO ITAU BBA INTERNATIONAL, S.A.","BANCO ITAU BBA INTERNATIONAL, S.A.","BANCO ITAU BBA INTERNATIONAL, S.A.",NULL,NULL,W0103158B,CL,PINAR,7,"PL. 2 PTA. DCHA.",28006,MADRID,NULL,PT,NULL,914186953,NULL,914186999,NULL,NULL,NULL,0000,2011-02-21,2007-04-12,NULL,28,NULL,N,NULL,"BANCO ITAU BBA INTERNATIONAL, S.A.","RUA TIERNO GALVAN, TORRE 3,PL.11                                 1099-048",LISBOA,NULL,NULL,NULL,NULL,12,"ITAÚ BBA"
48,11,"RBC EUROPE LIMITED","RBC EUROPE LIMITED","RBC EUROPE LIMITED",NULL,NULL,W4041220G,CL,CALENDULA,93,"MINIPARC III, EDIF.E",28109,"EL SOTO DE LA MORALEJA",MADRID,GB,NULL,917902400,NULL,917912901,NULL,NULL,NULL,0000,2011-09-20,2007-10-04,NULL,28,NULL,N,NULL,"ROYAL BANK OF CANADA EUROPE LIMITED","RIVERBANK HOUSE, 2 SWAN LANE","LONDRES EC4R 3BF",NULL,NULL,NULL,NULL,12,"RBC EUROPE LIMI"
49,11,COÖP.CENT.RAIFFEISEN-BOERENLEENBANK,"COÖPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK BA","COÖPERATIEVE CENTRALE RAIFFEISEN -BOERENLEENBANK BA(RABOBANK NEDER",NULL,NULL,N0033418E,CR,CADIZ,"KM. 178,8","UR MARBELLA REAL L15",29602,MARBELLA,MALAGA,NL,NULL,952924011,NULL,952924398,NULL,2008-10-14,"POR CIERRE",0000,2008-10-14,2007-10-16,NULL,29,RABOBANK,S,NULL,"COÖPERATIEVE CENTRALE RAIFFEISEN-  BOERENLEENBANK B.A.                (RABOBANK NEDERLAND)","CROESELAAN 28","3521 CB UTRECHT",NULL,302160000,302164275,NULL,1,RABOBANK
50,11,"GE CORPORATE FINANCE BANK S.A.S.","GE CORPORATE FINANCE BANK S.A.S.","GE CORPORATE FINANCE BANK S.A.S.",NULL,NULL,N0015486D,CL,LUCHANA,23,"PL. 1",28010,MADRID,NULL,FR,NULL,661416300,NULL,0,NULL,2010-04-16,"POR CIERRE",0000,2010-04-16,2008-05-16,NULL,28,NULL,N,NULL,"GE CORPORATE FINANCE BANK S.A.S.","18, RUE HOCHE, TOUR FACTO","92988 PARIS LA DEFENSE CEDEX",NULL,33(0)146357958,33(0)146356850,WWW.GE.COM,12,"GE CORPORATE"
